"Medicare Part D Opioid Prescribing Rates from Calendar Year 2016,",,,,,,,,,,,
by ZIP Code,,,,,,,,,,,
,,,,,,,,,,,
,,,Calendar Year 2016,,,,,,,Change in Opioid Prescribing Rates 2013 to 2016,
State Name,State Abbreviation,ZIP Code,Part D Prescribers,Part D Opioid Prescribers,Opioid Claims,Extended Release Opioid Claims,Overall Claims,Opioid Prescribing Rate,Extended Release Opioid Prescribing Rate,Change in Opioid Prescribing Rate,Change in Extended Release Opioid Prescribing Rate 
West Virginia,WV,26036,1,0,0,0,16,0.00,0.00,,
West Virginia,WV,26037,5,3,"1,134",93,"30,383",3.73,8.20,-2.85,-1.73
West Virginia,WV,26038,29,13,"7,810",291,"147,968",5.28,3.73,-0.41,1.70
West Virginia,WV,26040,2,1,"1,047",270,"2,126",49.25,25.79,-7.64,-8.69
West Virginia,WV,26041,24,11,"3,897",59,"66,073",5.90,1.51,-1.03,0.35
West Virginia,WV,26047,2,0,0,0,67,0.00,0.00,0.00,0.00
West Virginia,WV,26050,1,1,15,0,161,9.32,0.00,,
West Virginia,WV,26059,3,2,89,0,"4,613",1.93,0.00,-5.33,0.00
West Virginia,WV,26062,98,55,"22,234","3,395","246,571",9.02,15.27,-1.16,1.29
West Virginia,WV,26070,7,4,"1,761",13,"35,427",4.97,0.74,0.42,0.74
West Virginia,WV,26101,209,83,"14,479",263,"338,210",4.28,1.82,-2.98,-0.41
West Virginia,WV,26104,29,9,"4,145",67,"69,322",5.98,1.62,-0.36,-0.59
West Virginia,WV,26105,71,36,"18,367","1,724","251,933",7.29,9.39,-0.72,-0.48
West Virginia,WV,26134,1,1,15,0,57,26.32,0.00,-4.04,0.00
West Virginia,WV,26143,8,6,438,0,"18,615",2.35,0.00,-2.02,0.00
West Virginia,WV,26147,18,9,"1,569",99,"38,466",4.08,6.31,-0.49,3.74
West Virginia,WV,26149,3,1,60,0,"5,562",1.08,0.00,-0.79,0.00
West Virginia,WV,26150,2,2,160,0,"13,368",1.20,0.00,-0.95,0.00
West Virginia,WV,26155,25,12,"2,313",45,"71,817",3.22,1.95,-0.36,0.76
West Virginia,WV,26159,1,1,22,0,73,30.14,0.00,11.58,0.00
West Virginia,WV,26164,14,9,"1,890",33,"45,603",4.14,1.75,-5.04,-8.01
West Virginia,WV,26170,4,1,"1,313",30,"18,736",7.01,2.28,1.61,-4.01
West Virginia,WV,26175,11,5,"1,114",0,"29,718",3.75,0.00,0.15,0.00
West Virginia,WV,26187,6,3,845,16,"25,692",3.29,1.89,-0.66,1.89
West Virginia,WV,26201,66,28,"3,590",101,"121,079",2.97,2.81,-2.38,-4.58
West Virginia,WV,26205,5,2,"1,788",140,"25,306",7.07,7.83,-1.40,3.65
West Virginia,WV,26206,2,0,0,0,107,0.00,0.00,0.00,0.00
West Virginia,WV,26208,13,7,664,13,"28,399",2.34,1.96,-1.58,-1.74
West Virginia,WV,26234,18,10,353,0,"27,251",1.30,0.00,-1.80,-1.96
West Virginia,WV,26241,99,45,"12,728",457,"211,994",6.00,3.59,-0.79,-1.51
West Virginia,WV,26250,10,7,"1,033",79,"36,595",2.82,7.65,-0.68,7.65
West Virginia,WV,26260,2,0,0,0,153,0.00,0.00,0.00,0.00
West Virginia,WV,26261,4,3,"4,175",374,"25,719",16.23,8.96,10.39,8.12
West Virginia,WV,26280,8,5,366,17,"18,252",2.01,4.64,-0.01,-4.95
West Virginia,WV,26287,8,5,395,0,"13,052",3.03,0.00,-2.30,0.00
West Virginia,WV,26288,14,11,"1,233",0,"42,944",2.87,0.00,-2.73,-2.30
West Virginia,WV,26291,1,1,83,0,"3,957",2.10,0.00,-0.85,0.00
West Virginia,WV,26292,1,1,214,0,"5,571",3.84,0.00,0.76,0.00
West Virginia,WV,26301,88,24,"6,774",160,"132,436",5.11,2.36,-1.36,0.24
West Virginia,WV,26323,2,1,193,0,"4,768",4.05,0.00,-0.14,0.00
West Virginia,WV,26330,213,93,"18,168",967,"370,751",4.90,5.32,-0.75,1.81
West Virginia,WV,26335,2,1,548,0,"10,320",5.31,0.00,-2.75,-3.50
West Virginia,WV,26351,9,6,493,0,"14,307",3.45,0.00,-0.51,0.00
West Virginia,WV,26354,29,19,"3,670",40,"62,277",5.89,1.09,-0.41,0.80
West Virginia,WV,26362,8,1,89,0,"13,399",0.66,0.00,-0.94,-6.98
West Virginia,WV,26378,7,4,890,21,"19,888",4.48,2.36,-1.51,0.17
West Virginia,WV,26385,2,1,"1,028",129,"11,953",8.60,12.55,-1.18,-1.25
West Virginia,WV,26416,19,11,"3,430",92,"73,356",4.68,2.68,-1.83,0.65
West Virginia,WV,26419,2,1,276,0,"11,055",2.50,0.00,-1.41,0.00
West Virginia,WV,26425,2,1,67,0,"3,349",2.00,0.00,0.37,0.00
West Virginia,WV,26426,10,5,"3,709",134,"45,813",8.10,3.61,-0.71,-2.42
West Virginia,WV,26431,8,5,"1,191",46,"31,170",3.82,3.86,-0.66,1.21
West Virginia,WV,26440,2,2,"1,479",0,"24,147",6.12,0.00,1.27,0.00
West Virginia,WV,26444,1,0,0,0,47,0.00,0.00,0.00,0.00
West Virginia,WV,26451,5,1,"3,427",305,"5,606",61.13,8.90,32.16,2.94
West Virginia,WV,26452,48,20,"5,373",108,"132,559",4.05,2.01,-0.53,0.32
West Virginia,WV,26456,4,3,"1,887",171,"19,980",9.44,9.06,3.77,4.49
West Virginia,WV,26501,49,18,"3,173",56,"65,907",4.81,1.76,-1.28,-0.95
West Virginia,WV,26505,324,100,"13,607",447,"313,677",4.34,3.29,-1.14,-4.24
West Virginia,WV,26508,52,24,"3,259",125,"50,903",6.40,3.84,0.50,0.27
West Virginia,WV,26519,1,0,0,0,19,0.00,0.00,0.00,0.00
West Virginia,WV,26521,7,4,984,22,"19,538",5.04,2.24,2.48,2.24
West Virginia,WV,26525,3,1,31,11,"4,256",0.73,35.48,-1.43,35.48
West Virginia,WV,26537,33,22,"4,271",94,"73,040",5.85,2.20,-0.03,-0.04
West Virginia,WV,26541,4,4,125,0,"5,648",2.21,0.00,1.04,0.00
West Virginia,WV,26542,2,2,143,0,"2,471",5.79,0.00,-3.88,0.00
West Virginia,WV,26547,2,1,250,0,"7,476",3.34,0.00,1.44,0.00
West Virginia,WV,26554,107,47,"10,351",196,"238,677",4.34,1.89,-1.18,0.09
West Virginia,WV,26571,4,1,"1,524",0,"36,021",4.23,0.00,-2.65,-0.72
West Virginia,WV,26582,8,4,"1,858",25,"27,084",6.86,1.35,-0.22,1.35
West Virginia,WV,26588,1,1,22,0,91,24.18,0.00,8.00,0.00
West Virginia,WV,26601,10,4,937,0,"22,113",4.24,0.00,-1.18,0.00
West Virginia,WV,26624,13,9,"1,471",52,"34,550",4.26,3.54,-0.54,-0.29
West Virginia,WV,26651,47,27,"8,593",293,"169,545",5.07,3.41,-1.41,0.14
West Virginia,WV,26711,2,1,14,0,132,10.61,0.00,10.61,0.00
West Virginia,WV,26716,2,2,287,0,"9,521",3.01,0.00,-1.30,0.00
West Virginia,WV,26717,3,0,0,0,515,0.00,0.00,0.00,0.00
West Virginia,WV,26726,27,17,"4,990",104,"104,619",4.77,2.08,-1.08,-0.90
West Virginia,WV,26739,1,1,257,0,"3,114",8.25,0.00,-0.27,0.00
West Virginia,WV,26750,1,1,13,0,"2,450",0.53,0.00,-1.40,0.00
West Virginia,WV,26753,4,2,46,0,801,5.74,0.00,0.69,0.00
West Virginia,WV,26757,23,16,"3,663",143,"87,413",4.19,3.90,-1.86,1.64
West Virginia,WV,26763,1,1,13,0,"1,879",0.69,0.00,-1.37,0.00
West Virginia,WV,26764,2,1,253,48,"9,995",2.53,18.97,-0.47,5.83
West Virginia,WV,26801,9,5,562,13,"18,170",3.09,2.31,-1.49,-0.19
West Virginia,WV,26807,17,9,"2,791",42,"40,239",6.94,1.50,0.00,-2.78
West Virginia,WV,26808,1,0,0,0,83,0.00,0.00,,
West Virginia,WV,26812,1,1,81,0,"3,124",2.59,0.00,-4.92,-7.31
West Virginia,WV,26836,21,8,511,0,"26,317",1.94,0.00,0.08,0.00
West Virginia,WV,26847,24,16,"5,509",121,"114,559",4.81,2.20,-0.15,0.49
West Virginia,WV,26866,1,0,0,0,75,0.00,0.00,-2.43,0.00
Wisconsin,WI,53002,1,0,0,0,22,0.00,0.00,0.00,0.00
Wisconsin,WI,53004,1,1,62,0,"1,579",3.93,0.00,-2.59,0.00
Wisconsin,WI,53005,182,76,"8,964",363,"245,076",3.66,4.05,-0.52,-1.24
Wisconsin,WI,53006,4,3,652,20,"17,337",3.76,3.07,0.41,3.07
Wisconsin,WI,53007,6,1,115,0,"1,471",7.82,0.00,-0.62,0.00
Wisconsin,WI,53010,4,2,354,0,"8,014",4.42,0.00,0.87,-3.05
Wisconsin,WI,53012,30,13,"2,127",94,"68,405",3.11,4.42,0.09,-1.03
Wisconsin,WI,53013,2,2,408,12,"14,075",2.90,2.94,0.05,-5.42
Wisconsin,WI,53014,20,10,814,12,"25,083",3.25,1.47,-0.03,1.47
Wisconsin,WI,53015,4,1,15,0,"2,631",0.57,0.00,-0.08,0.00
Wisconsin,WI,53017,2,0,0,0,34,0.00,0.00,0.00,0.00
Wisconsin,WI,53018,25,11,643,52,"26,524",2.42,8.09,-0.08,1.41
Wisconsin,WI,53021,2,0,0,0,519,0.00,0.00,0.00,0.00
Wisconsin,WI,53022,33,19,"2,229",155,"59,822",3.73,6.95,-1.06,-0.14
Wisconsin,WI,53024,85,50,"6,783",592,"88,585",7.66,8.73,-1.15,2.95
Wisconsin,WI,53027,56,32,"4,755",341,"76,631",6.21,7.17,1.01,2.23
Wisconsin,WI,53029,28,17,"1,414",12,"54,350",2.60,0.85,-0.18,-0.01
Wisconsin,WI,53032,5,3,759,152,"11,428",6.64,20.03,-1.07,11.72
Wisconsin,WI,53033,5,4,518,39,"15,775",3.28,7.53,-0.65,1.11
Wisconsin,WI,53034,1,0,0,0,115,0.00,0.00,-15.38,0.00
Wisconsin,WI,53036,1,1,17,0,"1,150",1.48,0.00,-1.10,0.00
Wisconsin,WI,53037,8,3,249,0,"7,187",3.46,0.00,0.02,0.00
Wisconsin,WI,53038,8,3,379,48,"8,641",4.39,12.66,-0.02,3.69
Wisconsin,WI,53039,5,3,370,32,"16,652",2.22,8.65,-3.10,-1.07
Wisconsin,WI,53040,5,2,205,0,"5,598",3.66,0.00,-5.19,-12.81
Wisconsin,WI,53042,8,5,"1,866",97,"29,056",6.42,5.20,1.87,-0.87
Wisconsin,WI,53044,3,2,82,0,"1,439",5.70,0.00,,
Wisconsin,WI,53045,99,39,"5,057",481,"51,084",9.90,9.51,1.67,2.43
Wisconsin,WI,53048,5,2,35,0,"1,318",2.66,0.00,0.15,0.00
Wisconsin,WI,53050,6,3,128,0,"7,692",1.66,0.00,-0.52,-10.93
Wisconsin,WI,53051,205,80,"10,335",505,"298,785",3.46,4.89,-0.38,0.86
Wisconsin,WI,53057,2,1,352,31,"11,301",3.11,8.81,-0.89,2.95
Wisconsin,WI,53061,4,1,39,0,"1,548",2.52,0.00,-1.61,0.00
Wisconsin,WI,53066,169,82,"9,825",568,"202,358",4.86,5.78,-0.35,-1.74
Wisconsin,WI,53069,2,0,0,0,75,0.00,0.00,0.00,0.00
Wisconsin,WI,53070,2,0,0,0,30,0.00,0.00,,
Wisconsin,WI,53072,51,34,"9,043","1,263","27,858",32.46,13.97,11.46,5.12
Wisconsin,WI,53073,29,15,"2,543",118,"59,944",4.24,4.64,-0.42,1.40
Wisconsin,WI,53074,30,14,"2,585",72,"86,217",3.00,2.79,-1.10,-0.55
Wisconsin,WI,53075,2,0,0,0,154,0.00,0.00,-3.54,0.00
Wisconsin,WI,53076,1,0,0,0,21,0.00,0.00,,
Wisconsin,WI,53080,1,1,272,0,"6,328",4.30,0.00,-0.94,0.00
Wisconsin,WI,53081,241,123,"16,269",883,"362,660",4.49,5.43,-1.11,-0.24
Wisconsin,WI,53083,35,19,959,0,"24,829",3.86,0.00,-1.13,-1.75
Wisconsin,WI,53085,6,5,648,0,"17,156",3.78,0.00,-1.09,0.00
Wisconsin,WI,53086,13,7,859,21,"27,085",3.17,2.44,-0.31,-0.82
Wisconsin,WI,53089,24,14,"3,171",209,"47,395",6.69,6.59,-0.04,2.06
Wisconsin,WI,53090,5,1,30,0,"4,065",0.74,0.00,0.01,0.00
Wisconsin,WI,53091,1,0,0,0,"1,463",0.00,0.00,-4.93,0.00
Wisconsin,WI,53092,100,41,"5,154",283,"100,610",5.12,5.49,0.05,0.91
Wisconsin,WI,53094,27,11,854,29,"22,733",3.76,3.40,-1.99,-0.92
Wisconsin,WI,53095,125,60,"9,837",419,"269,950",3.64,4.26,-0.91,0.31
Wisconsin,WI,53097,52,28,"2,431",176,"84,926",2.86,7.24,0.29,5.72
Wisconsin,WI,53098,46,30,"3,856",210,"84,437",4.57,5.45,-0.71,-0.35
Wisconsin,WI,53103,5,3,64,0,"1,184",5.41,0.00,0.96,0.00
Wisconsin,WI,53105,85,47,"7,348",336,"132,659",5.54,4.57,-0.23,-0.24
Wisconsin,WI,53110,51,20,"3,745",147,"102,188",3.66,3.93,-0.89,1.17
Wisconsin,WI,53114,1,1,25,0,849,2.94,0.00,1.10,0.00
Wisconsin,WI,53115,18,11,"2,405",70,"49,080",4.90,2.91,0.38,-0.31
Wisconsin,WI,53118,5,1,79,0,"3,948",2.00,0.00,0.37,0.00
Wisconsin,WI,53119,1,1,198,0,"2,667",7.42,0.00,1.79,0.00
Wisconsin,WI,53120,11,7,685,50,"14,515",4.72,7.30,0.03,5.61
Wisconsin,WI,53121,54,26,"3,160",204,"85,413",3.70,6.46,0.15,-0.31
Wisconsin,WI,53122,14,2,76,0,989,7.68,0.00,3.31,0.00
Wisconsin,WI,53125,1,0,0,0,124,0.00,0.00,0.00,0.00
Wisconsin,WI,53126,1,0,0,0,37,0.00,0.00,-21.15,0.00
Wisconsin,WI,53128,1,0,0,0,92,0.00,0.00,-16.91,0.00
Wisconsin,WI,53129,13,5,849,0,"33,839",2.51,0.00,-0.75,0.00
Wisconsin,WI,53130,27,11,690,17,"19,478",3.54,2.46,-1.25,2.46
Wisconsin,WI,53132,125,76,"17,594","2,163","177,755",9.90,12.29,-0.85,1.99
Wisconsin,WI,53140,26,14,"1,993",55,"89,804",2.22,2.76,-1.28,2.27
Wisconsin,WI,53142,160,93,"14,488",714,"197,504",7.34,4.93,-0.34,0.67
Wisconsin,WI,53143,97,54,"5,876",138,"164,255",3.58,2.35,-1.17,-0.75
Wisconsin,WI,53144,41,19,"2,672",89,"52,736",5.07,3.33,-0.67,1.14
Wisconsin,WI,53147,73,45,"5,963",251,"116,833",5.10,4.21,-0.83,-2.42
Wisconsin,WI,53149,45,29,"3,001",152,"61,958",4.84,5.06,0.16,-0.42
Wisconsin,WI,53150,23,16,"1,658",0,"40,763",4.07,0.00,-0.64,-2.97
Wisconsin,WI,53151,94,50,"10,305",768,"230,361",4.47,7.45,-0.80,1.26
Wisconsin,WI,53153,2,0,0,0,82,0.00,0.00,0.00,0.00
Wisconsin,WI,53154,39,17,"3,940",398,"57,781",6.82,10.10,-2.33,2.66
Wisconsin,WI,53156,1,0,0,0,354,0.00,0.00,,
Wisconsin,WI,53158,25,18,"2,275",67,"56,334",4.04,2.95,-0.08,1.72
Wisconsin,WI,53168,10,7,703,34,"20,566",3.42,4.84,-3.49,-0.95
Wisconsin,WI,53172,29,18,"3,776",153,"74,811",5.05,4.05,-1.10,-0.68
Wisconsin,WI,53177,7,2,264,0,"6,072",4.35,0.00,1.48,0.00
Wisconsin,WI,53179,1,0,0,0,104,0.00,0.00,,
Wisconsin,WI,53181,6,4,648,29,"12,326",5.26,4.48,-0.74,-4.60
Wisconsin,WI,53182,23,12,"1,269",0,"39,295",3.23,0.00,-0.93,-1.82
Wisconsin,WI,53183,3,2,725,42,"16,376",4.43,5.79,-0.38,3.38
Wisconsin,WI,53184,7,4,"1,263",0,"24,976",5.06,0.00,-0.03,-3.34
Wisconsin,WI,53185,15,6,451,14,"13,470",3.35,3.10,-1.61,3.10
Wisconsin,WI,53186,73,29,"2,778",209,"68,761",4.04,7.52,-0.88,0.57
Wisconsin,WI,53188,359,167,"18,071","1,683","455,382",3.97,9.31,-1.24,1.16
Wisconsin,WI,53189,28,13,"2,452",153,"60,128",4.08,6.24,-1.31,-0.05
Wisconsin,WI,53190,15,9,"1,204",60,"36,678",3.28,4.98,-0.59,-0.50
Wisconsin,WI,53202,208,140,"7,872",123,"137,337",5.73,1.56,-2.16,0.35
Wisconsin,WI,53203,7,4,217,51,"9,478",2.29,23.50,-1.51,19.41
Wisconsin,WI,53204,55,23,"1,481",22,"49,711",2.98,1.49,0.23,0.71
Wisconsin,WI,53205,4,2,457,66,"5,895",7.75,14.44,-0.79,-1.48
Wisconsin,WI,53206,5,2,299,64,"1,974",15.15,21.40,1.52,21.40
Wisconsin,WI,53207,34,10,"1,402",82,"41,673",3.36,5.85,-0.19,2.53
Wisconsin,WI,53208,48,30,"4,915",384,"93,692",5.25,7.81,-1.06,1.30
Wisconsin,WI,53209,183,117,"21,394","2,424","375,088",5.70,11.33,-1.56,-3.65
Wisconsin,WI,53210,84,38,"4,587",344,"56,619",8.10,7.50,0.09,1.54
Wisconsin,WI,53211,228,101,"16,305","1,702","277,094",5.88,10.44,-1.47,-0.63
Wisconsin,WI,53212,133,83,"15,224","1,660","120,642",12.62,10.90,1.82,3.64
Wisconsin,WI,53213,80,23,"3,130",457,"77,322",4.05,14.60,0.55,2.21
Wisconsin,WI,53214,63,30,"4,999",480,"93,877",5.33,9.60,1.93,7.75
Wisconsin,WI,53215,753,365,"43,520","3,294","804,911",5.41,7.57,-0.50,0.88
Wisconsin,WI,53216,52,25,"11,228","1,600","119,612",9.39,14.25,-3.40,-2.22
Wisconsin,WI,53217,105,33,"4,371",99,"85,007",5.14,2.26,-0.03,0.24
Wisconsin,WI,53218,25,14,"4,650",311,"50,587",9.19,6.69,3.28,3.51
Wisconsin,WI,53219,17,7,472,0,"12,408",3.80,0.00,-0.62,0.00
Wisconsin,WI,53220,81,45,"6,462",339,"131,710",4.91,5.25,-1.30,1.56
Wisconsin,WI,53221,138,105,"86,120","14,810","298,658",28.84,17.20,2.38,0.15
Wisconsin,WI,53222,123,59,"16,279","1,462","252,864",6.44,8.98,-0.22,-0.20
Wisconsin,WI,53223,34,19,"5,772",833,"38,676",14.92,14.43,2.12,-3.13
Wisconsin,WI,53224,8,4,220,11,"2,772",7.94,5.00,-27.15,-12.60
Wisconsin,WI,53225,5,2,"2,856",408,"3,676",77.69,14.29,33.26,-5.47
Wisconsin,WI,53226,"1,729",658,"71,611","6,755","1,006,114",7.12,9.43,0.36,1.44
Wisconsin,WI,53227,209,98,"16,167","1,069","333,970",4.84,6.61,-1.03,0.42
Wisconsin,WI,53228,26,9,332,0,"8,878",3.74,0.00,-11.20,-10.96
Wisconsin,WI,53233,178,73,"6,726",479,"132,820",5.06,7.12,-0.74,-0.79
Wisconsin,WI,53235,23,13,"4,946",422,"109,373",4.52,8.53,-0.79,4.29
Wisconsin,WI,53295,57,5,"3,609",422,"14,067",25.66,11.69,-0.28,-7.57
Wisconsin,WI,53402,25,12,"1,173",0,"53,099",2.21,0.00,-0.97,-0.79
Wisconsin,WI,53403,55,28,"5,568",118,"157,325",3.54,2.12,-1.01,-0.73
Wisconsin,WI,53404,6,2,52,0,"1,255",4.14,0.00,-2.98,-6.14
Wisconsin,WI,53405,198,107,"11,967",511,"270,135",4.43,4.27,-0.99,1.71
Wisconsin,WI,53406,92,47,"5,084",197,"80,211",6.34,3.87,-0.46,-0.05
Wisconsin,WI,53502,1,0,0,0,351,0.00,0.00,-6.21,-9.82
Wisconsin,WI,53507,3,3,360,12,"4,745",7.59,3.33,4.55,-9.88
Wisconsin,WI,53508,18,12,"1,796",211,"21,727",8.27,11.75,-0.24,-2.64
Wisconsin,WI,53511,127,73,"12,860",430,"223,004",5.77,3.34,-0.51,-0.38
Wisconsin,WI,53515,2,0,0,0,99,0.00,0.00,0.00,0.00
Wisconsin,WI,53516,1,1,132,20,"2,226",5.93,15.15,-1.12,15.15
Wisconsin,WI,53520,7,5,482,0,"25,442",1.89,0.00,-0.30,0.00
Wisconsin,WI,53523,4,1,166,0,"5,485",3.03,0.00,-0.85,-6.06
Wisconsin,WI,53525,4,2,94,0,"5,448",1.73,0.00,-0.14,0.00
Wisconsin,WI,53527,10,8,703,54,"9,521",7.38,7.68,-1.10,-9.73
Wisconsin,WI,53528,6,3,600,50,"16,162",3.71,8.33,-1.13,4.82
Wisconsin,WI,53530,13,9,"1,499",223,"24,782",6.05,14.88,0.84,5.10
Wisconsin,WI,53531,1,1,171,35,"3,025",5.65,20.47,-1.28,1.75
Wisconsin,WI,53532,17,11,"1,897",162,"32,056",5.92,8.54,-1.93,-0.17
Wisconsin,WI,53533,25,11,"1,317",70,"26,253",5.02,5.32,-0.53,-0.37
Wisconsin,WI,53534,16,11,"2,232",141,"29,339",7.61,6.32,0.22,-1.65
Wisconsin,WI,53536,9,3,657,49,"12,540",5.24,7.46,0.14,-3.24
Wisconsin,WI,53538,77,50,"7,651",912,"130,751",5.85,11.92,1.08,4.62
Wisconsin,WI,53543,1,1,32,0,"1,440",2.22,0.00,-3.01,0.00
Wisconsin,WI,53545,43,14,"1,804",33,"34,865",5.17,1.83,1.06,0.53
Wisconsin,WI,53546,151,94,"16,752",908,"304,959",5.49,5.42,-0.86,-1.13
Wisconsin,WI,53548,143,78,"8,872",719,"105,225",8.43,8.10,1.20,3.41
Wisconsin,WI,53549,8,5,320,22,"22,801",1.40,6.88,0.18,-5.58
Wisconsin,WI,53551,14,6,"1,088",72,"22,539",4.83,6.62,-0.68,1.50
Wisconsin,WI,53555,9,6,"1,076",76,"13,716",7.84,7.06,-0.31,-2.98
Wisconsin,WI,53558,2,1,34,0,250,13.60,0.00,-2.79,0.00
Wisconsin,WI,53560,1,1,222,19,"6,217",3.57,8.56,-1.12,8.56
Wisconsin,WI,53562,83,27,"2,180",300,"40,998",5.32,13.76,0.69,4.87
Wisconsin,WI,53563,12,6,281,11,"11,732",2.40,3.91,-1.22,-0.66
Wisconsin,WI,53565,12,9,"2,133",194,"44,123",4.83,9.10,-1.93,4.83
Wisconsin,WI,53566,109,56,"10,404",840,"147,821",7.04,8.07,0.51,-0.42
Wisconsin,WI,53570,1,0,0,0,21,0.00,0.00,0.00,0.00
Wisconsin,WI,53572,11,4,711,63,"13,516",5.26,8.86,1.20,-1.73
Wisconsin,WI,53573,3,3,230,0,"3,974",5.79,0.00,-1.16,-7.11
Wisconsin,WI,53574,2,1,144,22,679,21.21,15.28,10.68,3.56
Wisconsin,WI,53575,23,12,"1,892",206,"35,246",5.37,10.89,-0.40,2.39
Wisconsin,WI,53577,4,2,510,55,"5,927",8.60,10.78,0.21,6.64
Wisconsin,WI,53578,27,17,771,0,"4,727",16.31,0.00,-1.11,0.00
Wisconsin,WI,53581,39,22,"3,412",359,"91,671",3.72,10.52,-0.44,1.77
Wisconsin,WI,53583,24,16,"1,946",83,"50,430",3.86,4.27,-0.46,-1.36
Wisconsin,WI,53588,11,7,639,29,"17,337",3.69,4.54,0.11,-2.59
Wisconsin,WI,53589,34,20,"3,847",266,"60,020",6.41,6.91,-0.02,0.22
Wisconsin,WI,53590,68,31,"5,194",697,"108,046",4.81,13.42,-0.73,3.47
Wisconsin,WI,53593,38,20,"1,990",192,"28,727",6.93,9.65,-0.56,1.05
Wisconsin,WI,53594,3,2,88,0,"4,875",1.81,0.00,-5.64,-2.75
Wisconsin,WI,53597,15,6,791,49,"18,279",4.33,6.19,0.27,0.63
Wisconsin,WI,53598,5,2,142,0,"2,900",4.90,0.00,-2.85,0.00
Wisconsin,WI,53703,53,25,"3,751",561,"57,478",6.53,14.96,2.10,0.96
Wisconsin,WI,53704,121,53,"4,614",648,"88,740",5.20,14.04,-0.41,2.81
Wisconsin,WI,53705,197,43,"5,623",598,"177,652",3.17,10.63,-0.40,0.04
Wisconsin,WI,53706,2,0,0,0,68,0.00,0.00,0.00,0.00
Wisconsin,WI,53711,122,41,"5,389",837,"63,151",8.53,15.53,-5.73,-4.48
Wisconsin,WI,53713,83,31,"3,282",542,"69,394",4.73,16.51,0.06,0.61
Wisconsin,WI,53714,16,5,102,0,"5,997",1.70,0.00,-3.60,0.00
Wisconsin,WI,53715,591,245,"21,392","1,931","447,684",4.78,9.03,-0.55,-0.39
Wisconsin,WI,53716,174,106,"16,730","2,038","254,716",6.57,12.18,-0.86,-0.78
Wisconsin,WI,53717,299,143,"16,635","1,415","361,492",4.60,8.51,-0.19,1.61
Wisconsin,WI,53718,53,30,"4,833",825,"61,013",7.92,17.07,-0.32,2.54
Wisconsin,WI,53719,129,49,"3,757",277,"122,241",3.07,7.37,-0.70,1.03
Wisconsin,WI,53726,3,1,32,0,233,13.73,0.00,11.39,0.00
Wisconsin,WI,53792,859,296,"10,402",411,"251,803",4.13,3.95,-0.70,-2.75
Wisconsin,WI,53805,11,3,"1,090",86,"18,440",5.91,7.89,1.09,-4.00
Wisconsin,WI,53807,4,1,75,0,"2,534",2.96,0.00,-0.57,0.00
Wisconsin,WI,53808,1,0,0,0,56,0.00,0.00,0.00,0.00
Wisconsin,WI,53809,4,1,16,0,"1,833",0.87,0.00,-5.06,-7.87
Wisconsin,WI,53813,26,20,"3,231",164,"60,880",5.31,5.08,0.39,1.38
Wisconsin,WI,53818,38,27,"2,998",28,"71,957",4.17,0.93,-1.12,-4.95
Wisconsin,WI,53821,32,16,"3,095",187,"63,918",4.84,6.04,-0.79,0.69
Wisconsin,WI,53901,82,50,"7,936",821,"133,293",5.95,10.35,0.30,1.15
Wisconsin,WI,53913,73,44,"6,670",697,"86,415",7.72,10.45,-1.36,-3.73
Wisconsin,WI,53916,88,55,"8,447",548,"150,802",5.60,6.49,0.25,2.33
Wisconsin,WI,53919,1,0,0,0,18,0.00,0.00,-6.05,0.00
Wisconsin,WI,53925,24,15,"2,446",204,"42,539",5.75,8.34,0.33,-0.07
Wisconsin,WI,53929,4,2,327,47,"6,722",4.86,14.37,0.63,-22.50
Wisconsin,WI,53933,2,1,29,0,"1,605",1.81,0.00,-6.73,0.00
Wisconsin,WI,53934,19,9,"1,690",123,"37,742",4.48,7.28,-1.91,-0.41
Wisconsin,WI,53946,2,2,865,95,"11,023",7.85,10.98,-1.19,-6.22
Wisconsin,WI,53948,43,34,"6,038",624,"77,009",7.84,10.33,0.43,-0.34
Wisconsin,WI,53949,2,1,154,0,"4,896",3.15,0.00,-2.93,-6.60
Wisconsin,WI,53950,4,4,"1,288",134,"13,795",9.34,10.40,0.80,-3.04
Wisconsin,WI,53952,2,0,0,0,68,0.00,0.00,-16.94,0.00
Wisconsin,WI,53954,3,1,123,0,"1,754",7.01,0.00,0.18,0.00
Wisconsin,WI,53955,1,0,0,0,667,0.00,0.00,-4.63,-14.38
Wisconsin,WI,53956,5,2,220,11,"6,621",3.32,5.00,0.39,5.00
Wisconsin,WI,53959,36,21,"4,036",303,"69,014",5.85,7.51,1.16,-0.47
Wisconsin,WI,53963,37,18,"2,760",211,"52,570",5.25,7.64,-0.52,3.32
Wisconsin,WI,53964,3,2,43,0,662,6.50,0.00,-2.20,0.00
Wisconsin,WI,53965,18,9,970,86,"12,485",7.77,8.87,0.77,-5.62
Wisconsin,WI,53968,2,0,0,0,"3,995",0.00,0.00,-3.76,-11.31
Wisconsin,WI,54001,45,25,"3,611",301,"67,742",5.33,8.34,-0.41,4.09
Wisconsin,WI,54002,18,12,"1,533",113,"24,013",6.38,7.37,0.09,-4.69
Wisconsin,WI,54011,4,2,193,15,"7,596",2.54,7.77,-1.05,-9.17
Wisconsin,WI,54013,1,0,0,0,57,0.00,0.00,0.00,0.00
